weight_A	weight_B	bias	pred_11	pred_10	pred_01	pred_00
-0.027278043	0.13511062	0.0	0.5199626	0.497846	0.5267362	0.5
3.2931376	3.455527	3.0271118	0.99612147	0.9783876	0.98456323	0.90215623
6.1279087	6.2615666	5.9356217	0.9997703	0.995927	0.9978276	0.9606971
6.531706	6.658438	7.4424357	0.9999621	0.9983905	0.99920845	0.96465224
6.6874523	6.802824	7.7111382	0.9999867	0.9988953	0.99950325	0.9529332
6.778438	6.8873024	7.6029515	0.99999154	0.9987742	0.9994111	0.92993104
6.8392763	6.942453	7.3201203	0.9999926	0.99810636	0.9988831	0.89611906
6.881051	6.9801307	6.8949733	0.99999154	0.9964052	0.99749374	0.85537857
6.908392	7.004602	6.3402195	0.9999877	0.99291235	0.99473727	0.8199351
6.929411	7.0235195	5.6277556	0.9999798	0.9866097	0.98991776	0.7875069
6.942768	7.035364	4.806989	0.99996436	0.97601664	0.98153776	0.760442
6.953668	7.0451245	3.891217	0.9999347	0.9605604	0.96865755	0.72180367
6.961393	7.0515556	2.9034884	0.9998763	0.9430011	0.95325255	0.6686154
6.967088	7.055951	1.8872511	0.99976915	0.92659575	0.9383629	0.6110669
6.9718547	7.0596766	0.89783716	0.99962264	0.9090491	0.92192125	0.5572251
6.975973	7.062862	-0.04927931	0.99954915	0.88760066	0.9011194	0.5139856
6.9794784	7.0655227	-0.9574843	0.9995166	0.86203265	0.875637	0.4681176
6.9821405	7.06745	-1.8205713	0.9995148	0.8340414	0.8474315	0.40999785
6.9844494	7.0690746	-2.6068988	0.9994746	0.8058515	0.81890523	0.33822858
6.986538	7.0705047	-3.3254526	0.99939275	0.7793435	0.79201704	0.25479352
6.9884505	7.071768	-3.9623365	0.9992869	0.75491005	0.76728076	0.17368616
6.990208	7.072871	-4.509695	0.9991938	0.7326821	0.7449498	0.10736271
6.991809	7.073825	-4.969081	0.999121	0.71207774	0.7244724	0.061808906
6.9933	7.074676	-5.3413696	0.99907285	0.69280076	0.70545787	0.035583213
6.99464	7.075431	-5.6409864	0.99904466	0.67467207	0.6876063	0.021427523
6.995923	7.0761714	-5.8764234	0.99904054	0.6581876	0.67132413	0.013921434
6.9971046	7.076882	-6.057028	0.99905777	0.6436567	0.656905	0.00985432
6.9981914	7.0775423	-6.1942806	0.99908286	0.6312824	0.6445522	0.007508259
6.9992213	7.0781813	-6.29552	0.9991144	0.6214472	0.634651	0.0060396506
